id_venda,id_meio_pgto,vl_pgto
3466407047                              ,1000,-0.009996
3466407047                              ,4050,39.989996
3466412417                              ,3111,80.98
3466431111                              ,31122,289.95
3466431248                              ,8000,99.99
3466447224                              ,3005,195.95
3466450251                              ,3005,199.98
3466452149                              ,3005,29.99
3466485240                              ,3003,241.94
3466488056                              ,8000,69.99
3466494010                              ,6001,49.93
3466501110                              ,3003,649.92
3466502255                              ,3005,185.94
3466505196                              ,1000,39.99
3466506054                              ,8000,79.98
3466508083                              ,1000,238.93
3467324771                              ,6008,149.97
3467324982                              ,3003,53.99
3467325265                              ,3003,67.99
3467340787                              ,8000,69.98
3467341470                              ,6001,75.35
3467348410                              ,3003,491.85
3467356649                              ,3003,1.350009
3467356649                              ,4040,64.619991
3467366673                              ,1000,189.96
3467374142                              ,3111,79.99
3467374610                              ,3111,59.99
3468353632                              ,3003,29.99
3468356997                              ,3111,154.94
3468361438                              ,3003,369.91
3468371300                              ,8000,29.99
3468376609                              ,8000,319.98
3468378588                              ,4050,29.99
3468395431                              ,8000,1299.0
3468397002                              ,1000,97.969949
3468397002                              ,4050,39.990051
3468397570                              ,4050,-39.99
3468403485                              ,3110,1299.0
3468411548                              ,3003,169.980027
3468411548                              ,4050,59.989973
3468422115                              ,8000,15.99
3468425114                              ,1000,24.990008
3468425114                              ,3003,39.989992
3468426466                              ,3005,119.98
3468428353                              ,8000,99.98
3468429247                              ,3003,289.94
3468448086                              ,3003,79.97
3468473064                              ,4050,79.989995
3468473064                              ,8000,18.990005
3468477034                              ,31122,235.95
3468569170                              ,3005,99.98
3468570151                              ,8000,39.98
3468598114                              ,8000,39.98
3468604056                              ,8000,29.99
3468617541                              ,3003,158.96
3468619346                              ,3001,325.94009
3468619346                              ,4050,19.98991
3468633260                              ,3003,129.97
3468643660                              ,1000,59.98
3468643796                              ,3003,169.97
3468647542                              ,31122,115.97
3468667786                              ,3005,139.99
3468670010                              ,1000,59.99
3468670397                              ,3003,39.99
3468705716                              ,3113,79.99
3468711208                              ,3003,225.96
3468725058                              ,3003,129.95
3468729214                              ,3003,169.97
3468731165                              ,4050,29.989998
3468731165                              ,8000,25.990002
3468756049                              ,3003,49.99
3469360259                              ,3003,44.980012
3469360259                              ,3017,44.999988
3469366505                              ,8000,69.99
3469367620                              ,8000,29.99
3469368115                              ,8000,733.74
3469373811                              ,1000,62.97
3469383507                              ,4050,89.99
3469394028                              ,1000,49.999989
3469394028                              ,8000,29.990011
3469687914                              ,6001,47.99
3469687943                              ,3005,132.76
3469689978                              ,3003,97.97
3469690439                              ,6001,113.54
3469694291                              ,3005,199.99
3469694693                              ,3003,124.95
3469699554                              ,3003,10.0
3469699554                              ,4050,39.99
3469701062                              ,3005,99.18
3469704229                              ,3095,179.95
3469709016                              ,1000,49.999994
3469709016                              ,8000,49.970006
3469711601                              ,31122,59.98
3469714064                              ,8000,59.99
3469725312                              ,1000,169.95
3469735559                              ,8000,327.91
3469746423                              ,8000,0.0
3469746578                              ,8000,595.79
3469756266                              ,1000,99.97
3469771247                              ,1000,79.96
3469780167                              ,3003,149.97
3469788308                              ,3113,405.93
3469801285                              ,3003,79.97
3469804068                              ,3003,99.89
3469804460                              ,3003,159.96
3469807689                              ,1000,165.96
3469813268                              ,3005,165.97
3469818177                              ,31122,45.97
3469825338                              ,3003,119.979922
3469825338                              ,4050,69.990078
3469828176                              ,1000,-0.019944
3469828176                              ,4050,149.969944
3469830226                              ,1000,109.99
3469831349                              ,1000,30.00002
3469831349                              ,4050,89.98998
3469832512                              ,3003,25.99
3469844165                              ,3113,170.97
3469850061                              ,3003,295.84
3469851077                              ,3110,39.98
3469860231                              ,3111,349.93
3469876422                              ,3113,188.97
3469876448                              ,3003,197.93
3469889200                              ,3005,119.96
3469898051                              ,8000,149.96
3469901037                              ,8000,29.99
3469908042                              ,8000,52.98
3469911081                              ,8000,85.97
3469915093                              ,3005,79.98
3469930076                              ,4050,89.99004
3469930076                              ,8000,89.97996
3469933229                              ,3003,374.9
3470371186                              ,8000,199.98
3470375309                              ,3005,229.95
3470400069                              ,3003,279.96
3470402292                              ,3113,39.98
3470471012                              ,8000,39.99
3471331475                              ,3003,155.97
3471332665                              ,3005,226.94
3471335691                              ,3005,39.99
3471336800                              ,8000,509.92
3471344729                              ,3003,62.48
3471345324                              ,3005,63.99
3471363049                              ,3003,45.99
3471365330                              ,1000,39.98
3471365431                              ,4050,79.99
3471365431                              ,8000,20.0
3471421201                              ,1000,39.99
3471421245                              ,1000,44.98
3471432060                              ,3005,355.91
3471432145                              ,3003,49.990008
3471432145                              ,4050,39.989992
3471432228                              ,4050,-39.99
3472333636                              ,3005,372.94
3472335103                              ,3005,366.89
3472347269                              ,3003,162.96
3472359296                              ,8000,119.98
3472366057                              ,3003,79.99
3472374471                              ,6001,171.96
3472394165                              ,1000,49.99
3472410030                              ,3113,12.99
3472415117                              ,3113,179.98
3472451190                              ,1000,-0.019974
3472451190                              ,4050,89.989974
3473336064                              ,1000,100.0
3473336829                              ,3005,59.98
3473338470                              ,3111,253.92
3473344117                              ,3005,39.99
3473350769                              ,3003,85.97
3473365077                              ,3003,69.98
3473365750                              ,8000,139.96
3473371464                              ,3110,69.99
3473374173                              ,31122,292.95
3473386101                              ,1000,88.970074
3473386101                              ,4050,119.979926
3473386353                              ,4050,89.99
3473391375                              ,8000,129.98
3473396063                              ,3003,59.98
3473417110                              ,3017,59.99
3473428325                              ,8000,19.99
3473430027                              ,4050,79.98997
3473430027                              ,8000,9.99003
3473430187                              ,3113,79.98
3473442072                              ,4040,130.000002
3473442072                              ,8000,15.959998
3473489026                              ,1000,79.96
3474324270                              ,6001,52.02
3474324305                              ,3003,122.99
3474325564                              ,3113,119.97
3474325622                              ,3003,115.98
3474327120                              ,3001,249.96
3474328120                              ,1000,29.99
3474337283                              ,3113,239.96
3474337426                              ,6001,269.98
3474337607                              ,3113,159.96
3474338280                              ,6001,49.99
3474339609                              ,3005,79.99
3474345067                              ,3110,334.98
3474352647                              ,3005,19.99
3474353936                              ,8000,129.97
3474372892                              ,8000,39.99
3474378911                              ,6001,12.99
3474396528                              ,3110,119.96
3474411331                              ,1000,-0.010007
3474411331                              ,4050,129.980007
3474416453                              ,3113,103.46
3474425153                              ,3005,299.94
3474441237                              ,3005,55.98
3474449220                              ,6001,49.34
3474451020                              ,3003,149.94
3474453022                              ,8000,189.98
3474453399                              ,8000,99.99
3474456371                              ,3003,39.99
3474467054                              ,1000,19.999992
3474467054                              ,4050,49.990008
3474479128                              ,1000,19.99
3474491100                              ,3003,49.97989
3474491100                              ,4050,339.97011
3474508160                              ,3113,766.57
3474522052                              ,3003,62.99
3474527212                              ,3005,111.97
3474536242                              ,4050,29.99
3474542002                              ,3003,155.98
3474563042                              ,3003,541.37
3475325342                              ,4050,79.99
3475339661                              ,8000,49.99
3475346667                              ,3003,179.97
3475364349                              ,1000,9.999959
3475364349                              ,4050,79.990041
3475364530                              ,4050,-79.99
3475369246                              ,1000,89.98
3475369323                              ,4050,49.99
3475371167                              ,4050,59.99
3475390055                              ,8000,79.97
3476337638                              ,3003,49.99
3476337901                              ,3003,159.99
3476340720                              ,6001,138.6
3476347237                              ,1000,-0.019946
3476347237                              ,4050,149.979946
3476354866                              ,1000,19.99
3476380399                              ,3005,189.97
3476383502                              ,1000,28.990009
3476383502                              ,4050,119.979991
3476418348                              ,8000,69.99
3476418381                              ,3003,727.82
3476434304                              ,1000,39.99
3476435176                              ,1000,19.99
3476449078                              ,3005,79.98
3476493145                              ,8000,19.99
3477324394                              ,3003,145.95
3477324877                              ,4050,69.99
3477351310                              ,3113,251.95
3477353018                              ,1000,189.96
3477355382                              ,8000,49.99
3477362548                              ,6003,1199.0
3477373324                              ,6001,89.97
3477380092                              ,3003,139.98
3477381403                              ,3005,179.98
3477382098                              ,1000,34.99
3477452044                              ,1000,29.99
3477465023                              ,3005,218.93
3477477017                              ,3003,52.98
3478334338                              ,1000,29.99
3478338361                              ,8000,68.38
3478340012                              ,3003,279.89
3478343070                              ,8000,59.99
3478344147                              ,3095,265.96
3478344828                              ,3003,105.97
3478348018                              ,3003,9.99
3478358771                              ,1000,32.99
3478382071                              ,1000,205.95
3478392270                              ,3005,139.97
3478406652                              ,8000,269.96
3478429671                              ,1000,69.99
3478430498                              ,1000,229.94
3478437451                              ,3005,109.98
3478450424                              ,8000,329.94
3478452053                              ,3003,209.95
3478454405                              ,3003,129.98
3478454542                              ,3003,255.96
3478455337                              ,1000,39.99
3478456204                              ,3003,258.94
3478476071                              ,8000,107.98
3478482071                              ,3003,125.97
3478483438                              ,1000,139.97
3478509366                              ,8000,79.97
3478525344                              ,3110,175.95
3478540353                              ,8000,89.98
3478545130                              ,3005,139.97
3478556120                              ,6001,49.99
3479325211                              ,3003,169.99
3479330701                              ,3113,89.99
3479331017                              ,6001,29.99
3479333507                              ,3003,139.98
3479338271                              ,3003,59.99
3479364750                              ,1000,26.99
3479375406                              ,8000,49.98
3479382404                              ,31122,242.65
3479393240                              ,3003,301.95
3479425274                              ,8000,89.98
3479427206                              ,8000,59.98
3479430240                              ,1000,0.009973
3479430240                              ,3005,95.880027
3479432146                              ,3003,69.99
3480324857                              ,4040,139.99
3480337656                              ,3005,44.99
3480338799                              ,3003,69.99
3480344394                              ,3005,48.980002
3480344394                              ,8000,48.989998
3480344771                              ,3003,435.93
3480353519                              ,1000,59.99
3480374552                              ,3095,119.98
3480385676                              ,3003,119.98
3480393273                              ,4050,-71.97
3480421054                              ,1000,-44.00986
3480421054                              ,4050,399.92986
3480421564                              ,3017,79.98
3480421824                              ,4050,-399.93
3480432211                              ,3017,195.910123
3480432211                              ,8000,199.999877
3480450363                              ,8000,129.98
3480480420                              ,8000,39.99
3480496365                              ,3003,79.98
3480523146                              ,3113,340.9
3480535076                              ,8000,69.97
3480535285                              ,8000,39.98
3480554254                              ,3113,166.15
3480565032                              ,8000,211.95
3480567007                              ,3003,145.96
3480569183                              ,3113,29.99
3480571070                              ,3003,39.99
3481327794                              ,8000,129.98
3481337860                              ,1000,45.98
3481339364                              ,3003,199.95
3481349538                              ,3005,208.94
3481357803                              ,3003,127.47
3481370283                              ,1000,4.000006
3481370283                              ,4050,25.989994
3481373234                              ,1000,12.99
3481375438                              ,3003,169.96
3481380122                              ,3005,59.98994
3481380122                              ,4050,99.99006
3481381081                              ,8000,19.99
3481382393                              ,8000,109.97
3481390021                              ,1000,59.97
3481430098                              ,1000,10.000019
3481430098                              ,4050,29.989981
3481431097                              ,4040,119.99
3481439143                              ,3005,79.99
3482325566                              ,3003,149.97
3482330067                              ,6003,1649.0
3482330363                              ,3003,122.96
3482330581                              ,1000,99.99
3482330866                              ,3003,271.95
3482339904                              ,3003,13.97008
3482339904                              ,4040,149.99992
3482341407                              ,3005,99.99
3482342643                              ,3003,29.99
3482347113                              ,3113,209.97
3482348817                              ,3005,209.95
3482377409                              ,3003,119.98
3482385245                              ,3003,185.95
3482386235                              ,1000,29.99
3482419744                              ,3003,295.94
3482441185                              ,8000,130.97
3482441968                              ,1000,2.0
3482450600                              ,3003,19.999992
3482450600                              ,4050,49.990008
3482457239                              ,8000,729.9
3482458826                              ,8000,29.99
3482459810                              ,4050,79.99
3482478097                              ,8000,141.97
3482497386                              ,3111,29.99
3482497714                              ,3005,149.97
3482502598                              ,3003,49.99
3482506821                              ,1000,159.97
3482526022                              ,1000,325.92
3482526332                              ,1000,39.99
3482532587                              ,8000,132.96
3482534030                              ,3095,29.99
3482534441                              ,8000,119.98
3482538694                              ,3005,49.989938
3482538694                              ,4050,89.990062
3482546301                              ,3113,295.92
3482558595                              ,3003,39.99
3482570127                              ,3003,219.97
3482590072                              ,3003,149.98
3482609169                              ,1000,60.00001
3482609169                              ,3017,119.94999
3482610416                              ,3017,1999.99968
3482610416                              ,8000,499.00032
3482614091                              ,3005,169.96
3482619325                              ,8000,225.85
3482634156                              ,1000,-4.009996
3482634156                              ,4050,79.989996
3482648283                              ,3110,107.98
3482659014                              ,8000,105.97
3483333590                              ,1000,9.99
3483336497                              ,3005,99.97
3483377157                              ,3003,179.94
3483413295                              ,3003,153.97
3483421295                              ,8000,69.98
3484328241                              ,3003,159.98
3484328785                              ,3003,99.98
3484331108                              ,3003,129.97
3484346045                              ,8000,99.98
3484349238                              ,3003,219.94
3484387213                              ,8000,469.94
3484415152                              ,3017,105.98
3484436154                              ,8000,139.99
3484439020                              ,3003,6.000038
3484439020                              ,4050,169.979962
3484444212                              ,8000,49.98
3484460198                              ,3005,79.99
3484472232                              ,8000,69.98
3484472238                              ,8000,42.49
3484477035                              ,8000,175.97
3485332588                              ,3003,49.99
3485338271                              ,31122,345.92
3485338637                              ,3005,219.97
3485355669                              ,3095,98.98
3485362269                              ,3005,279.97
3485388074                              ,8000,39.99
3486340001                              ,1000,69.999974
3486340001                              ,3003,73.960026
3486360100                              ,3003,69.99
3486363642                              ,3003,239.94
3486365146                              ,3017,149.97
3486365558                              ,3017,199.98
3486387369                              ,3003,49.99
3486394494                              ,1000,50.000084
3486394494                              ,8000,159.959916
3486394662                              ,3005,649.94965
3486394662                              ,4050,149.99035
3486395207                              ,3003,206.99996
3486395207                              ,3113,39.91004
3486397191                              ,1000,39.98
3486401666                              ,4050,-69.99
3486427222                              ,8000,279.93
3486459095                              ,3003,65.98
3487324025                              ,8000,69.98
3487325226                              ,4050,-115.98
3487329652                              ,3003,49.98
3487344110                              ,3005,175.95
3487349582                              ,1000,129.95
3487352377                              ,8000,159.97
3487358076                              ,4050,49.98
3487385461                              ,8000,317.92
3487435207                              ,4050,29.99
3487439059                              ,3005,256.0
3487441124                              ,3003,139.98
3487481002                              ,8000,69.99
3487492109                              ,8000,79.99
3487493126                              ,3111,129.98
3488332007                              ,3017,69.99
3488334622                              ,3005,29.99
3488337835                              ,3005,49.99
3488345566                              ,3111,159.99
3488353139                              ,1000,49.999942
3488353139                              ,3003,139.960058
3488361706                              ,1000,9.980012
3488361706                              ,4040,49.999988
3488368404                              ,3005,279.95
3488385028                              ,3005,70.17
3488391241                              ,1000,39.99
3488394043                              ,8000,9.99
3488463099                              ,1000,139.98
3488502048                              ,8000,239.96
3489379115                              ,8000,109.89
3489381077                              ,8000,259.95
3489381395                              ,3113,94.8
3489388208                              ,8000,159.98
3489399115                              ,3003,74.74
3489401228                              ,3005,119.96
3489407156                              ,8000,35.99
3489443126                              ,4050,99.99
3489447096                              ,3005,159.98
3490331750                              ,6001,89.99
3490336574                              ,3110,69.99
3490336725                              ,3017,29.99
3490349494                              ,3111,247.95
3490350197                              ,1000,799.999466
3490350197                              ,3110,299.000534
3490355262                              ,3005,79.99
3490357326                              ,4050,39.99
3490357326                              ,31122,59.99
3490369296                              ,8000,49.99
3490371777                              ,3003,39.99
3490372143                              ,6001,69.98
3490387233                              ,3005,39.99
3490392351                              ,3003,1099.0
3490392469                              ,6008,389.89
3490437288                              ,3017,29.99
3490449135                              ,3003,299.99
3490452245                              ,3003,179.97
3490456117                              ,3005,199.98
3490473033                              ,3113,49.99
3490478432                              ,4050,-59.99
3490480182                              ,1000,129.96
3490485332                              ,6001,35.98
3490500223                              ,3003,609.84
3490502046                              ,4050,69.990002
3490502046                              ,8000,24.989998
3490519096                              ,3017,29.99
3490538074                              ,3003,79.98
3490547223                              ,3113,79.99
3490551011                              ,3005,75.98
3491325570                              ,1000,39.99
3491328797                              ,3005,159.98
3491335080                              ,3003,289.90001
3491335080                              ,8000,99.99999
3491340135                              ,1000,95.98
3492329210                              ,3095,179.96
3492332609                              ,3005,149.98
3492333251                              ,3005,69.99
3492333380                              ,3110,108.97
3492336379                              ,3110,189.98
3492337772                              ,3005,99.98
3492338148                              ,6001,79.99
3492338334                              ,3005,79.99
3492340314                              ,3017,69.99
3492345670                              ,3110,239.92
3492349241                              ,3113,49.99
3492358244                              ,8000,339.95
3492358429                              ,1000,15.980002
3492358429                              ,8000,53.999998
3492363801                              ,1000,29.99
3492410042                              ,3110,109.97
3492426007                              ,3110,29.99
3492444137                              ,3005,69.98
3492451260                              ,8000,99.99
3492486197                              ,1000,109.96
3493338011                              ,3005,135.96
3493338550                              ,3005,88.97
3493349076                              ,8000,129.96
3493364598                              ,3005,79.99
3493369247                              ,3003,469.91
3493379198                              ,3005,55.98
3493381457                              ,3110,139.99
3493410239                              ,1000,39.99
3493413132                              ,3095,69.99
3493413132                              ,4050,29.99
3493413432                              ,4050,-29.99
3493422304                              ,3005,149.98
3493428191                              ,3003,259.94
3493462016                              ,3005,71.99
3493491162                              ,8000,19.99
3493493122                              ,3003,515.94
3494337534                              ,8000,89.99
3494338698                              ,3003,138.96
3494345525                              ,3111,159.98
3494346626                              ,6003,129.99
3494347292                              ,3003,169.97
3494364756                              ,1000,39.98
3494373829                              ,3111,92.97
3494379329                              ,1000,0.009957
3494379329                              ,4050,119.960043
3494391105                              ,8000,79.97
3494392037                              ,3111,69.98
3494398030                              ,3003,249.95
3494404074                              ,1000,69.99
3494405409                              ,8000,35.99
3494436223                              ,3110,109.98
3494442177                              ,3005,69.98
3494445223                              ,31122,335.92
3494460247                              ,4050,89.99
3494460286                              ,3003,99.99
3494493245                              ,1000,41.989964
3494493245                              ,8000,29.990036
3494503098                              ,1000,299.97
3494510175                              ,1000,13.37002
3494510175                              ,4050,99.98998
3494520182                              ,8000,93.98
3494522209                              ,1000,29.99
3494536176                              ,4040,200.000118
3494536176                              ,8000,39.969882
3494844340                              ,3001,269.95
3494860248                              ,3003,219.96
3494861065                              ,8000,79.98
3494864496                              ,3095,125.98
3494870282                              ,3005,195.95
3494885421                              ,3005,59.999994
3494885421                              ,8000,39.970006
3494894168                              ,6008,229.96
3494902148                              ,4050,79.989922
3494902148                              ,8000,89.980078
3494904588                              ,8000,99.99
3494909355                              ,8000,49.98
3494934262                              ,1000,39.99
3494941045                              ,3003,115.97
3494943270                              ,3005,199.94997
3494943270                              ,8000,100.00003
3494955349                              ,1000,29.99
3494990281                              ,1000,168.95
3494991339                              ,1000,39.98
3494996019                              ,4050,45.99
3494996453                              ,4050,-45.99
3495136091                              ,8000,79.98
3495148262                              ,3110,59.98
3495148537                              ,3113,289.96
3495148537                              ,8000,289.96
3495161417                              ,3003,103.55
3495165105                              ,6001,59.99
3495179271                              ,1000,36.000008
3495179271                              ,8000,29.979992
3495324214                              ,6001,142.32
3495327092                              ,3005,79.99
3495333094                              ,3005,103.96
3495342271                              ,8000,395.93
3495382413                              ,3005,339.96
3495394304                              ,8000,432.92
3495401044                              ,3005,159.95
3495403265                              ,1000,29.99
3495429150                              ,3003,79.99
3495432035                              ,1000,3.980008
3495432035                              ,3110,45.999992
3495432171                              ,3110,19.99
3495458076                              ,1000,19.99
3496325196                              ,3003,211.94
3496330584                              ,6001,59.98
3496332264                              ,6001,131.94
3496332902                              ,6001,207.96
3496334142                              ,3005,49.99
3496338745                              ,3110,129.98
3496338811                              ,3113,109.98
3496341440                              ,3113,109.98
3496344225                              ,8000,152.95
3496350001                              ,6001,19.99
3496355979                              ,1000,0.009998
3496355979                              ,4050,49.980002
3496357141                              ,3003,59.99
3496366117                              ,4050,-49.99
3496379846                              ,8000,199.98
3496380268                              ,6003,139.99
3496388154                              ,6003,799.0
3496394888                              ,3003,39.99
3496395955                              ,3003,319.94
3496406120                              ,3113,79.98
3496409601                              ,8000,172.95
3496409750                              ,3003,484.91
3496422069                              ,31122,149.97
3496422155                              ,6001,13.99
3496423296                              ,3003,89.97
3496444142                              ,8000,49.98
3496451113                              ,3003,79.98
3496451226                              ,8000,245.92
3496459373                              ,1000,119.97
3496464094                              ,1000,159.98
3496479024                              ,1000,29.99
3496479407                              ,1000,69.99
3496480235                              ,3003,159.98
3496481337                              ,3005,234.98
3496508240                              ,8000,92.49
3497325103                              ,3005,81.97
3497338774                              ,3005,46.91
3497342070                              ,3003,115.97
3497345403                              ,3113,89.99
3497357196                              ,3095,289.95
3497367291                              ,1000,59.98
3497384224                              ,3095,379.93
3497389247                              ,3003,195.96
3497390092                              ,8000,139.98
3497414160                              ,1000,79.96
3497416279                              ,3003,29.99
3497481058                              ,1000,100.000066
3497481058                              ,3003,215.939934
3497507094                              ,1000,199.94
3498336963                              ,4050,-89.99
3498344400                              ,8000,197.94
3498351232                              ,3003,162.96
3498359418                              ,4050,-69.99
3498367223                              ,3113,49.99
3498368062                              ,8000,59.98
3498370103                              ,1000,500.29
3499325964                              ,4050,-89.99
3499329150                              ,8000,39.98
3499337225                              ,6001,47.99
3499342520                              ,3003,259.96
3499343028                              ,8000,302.93
3499360533                              ,3095,149.96
3499366496                              ,4050,-189.98
3499393088                              ,1000,15.990013
3499393088                              ,4050,59.979987
3499393327                              ,4050,-59.98
3499397028                              ,1000,99.000045
3499397028                              ,3005,100.949955
3499408047                              ,3005,567.88
3499413116                              ,8000,319.92
3499429094                              ,3005,79.99
3499445192                              ,1000,15.99
3500325078                              ,3003,118.96
3500327640                              ,3003,45.99
3500328192                              ,1000,35.89
3500332619                              ,6001,69.99
3500340549                              ,3003,59.99
3500355853                              ,8000,101.97
3500371418                              ,1000,79.979952
3500371418                              ,8000,60.000048
3500374088                              ,6001,32.98
3500401638                              ,1000,249.94
3500403161                              ,3003,59.980002
3500403161                              ,8000,39.999998
3500404219                              ,6001,99.99
3500419749                              ,3003,39.99
3500424251                              ,8000,35.99
3500437401                              ,1000,29.99
3500442073                              ,3005,89.99
3500442366                              ,3005,79.99
3500442666                              ,4050,-39.99
3500450404                              ,3005,169.96
3500464369                              ,6001,29.99
3500470083                              ,3003,95.98
3500494077                              ,3003,98.98
3500529220                              ,8000,179.97
3500543219                              ,8000,129.98
3500548228                              ,3095,411.9
3500582122                              ,3113,159.93
3500627163                              ,4050,19.99
3502324531                              ,3003,159.97
3502327170                              ,4050,-51.98
3502330255                              ,3111,53.98
3502335187                              ,4050,49.989985
3502335187                              ,31122,40.000015
3502346326                              ,3111,159.95
3502355206                              ,8000,239.96
3502356143                              ,3005,897.85
3502366044                              ,3005,229.959984
3502366044                              ,8000,50.000016
3502372200                              ,3111,59.99
3502376105                              ,1000,10.979984
3502376105                              ,4050,89.990016
3502378304                              ,4050,-29.99
3502391269                              ,3005,29.99
3502407186                              ,3005,79.97
3502414083                              ,3003,79.97
3502432128                              ,3005,69.99
3502437175                              ,3005,69.99
3502442152                              ,3005,79.979968
3502442152                              ,4050,69.980032
3502447028                              ,8000,69.99
3502447104                              ,8000,49.99
3502452096                              ,8000,79.99
3503327048                              ,6001,88.96
3503328919                              ,6001,82.55
3503330909                              ,3005,199.98
3503331426                              ,3110,71.99
3503331434                              ,3003,135.97
3503342312                              ,3003,474.5
3503342312                              ,8000,474.5
3503343352                              ,3003,129.98
3503343693                              ,3003,29.99
3503348867                              ,3113,125.98
3503350080                              ,8000,39.99
3503358723                              ,3003,39.99
3503366640                              ,4050,119.99
3503384429                              ,3003,65.98
3503395316                              ,3003,1549.0
3503405270                              ,8000,55.98
3503405320                              ,8000,259.98
3503411209                              ,3110,49.979962
3503411209                              ,4050,79.990038
3503419230                              ,3003,39.99
3503441159                              ,3005,119.95
3503460135                              ,1000,187.96
3503484179                              ,6001,28.42
3503512081                              ,3003,19.99
3503548017                              ,8000,81.97
3504329042                              ,4050,-22.99
3504331664                              ,3017,61.99
3504350149                              ,3003,79.99
3504357002                              ,8000,137.95
3504362263                              ,4050,69.989998
3504362263                              ,8000,21.980002
3504363248                              ,3113,19.999992
3504363248                              ,4050,49.990008
3504412209                              ,1000,139.97
3504424102                              ,3005,279.95
3505324458                              ,3003,75.98
3505328609                              ,3003,245.95
3505332604                              ,3003,294.31
3505335453                              ,4050,-149.99
3505342531                              ,3003,154.38
3505377241                              ,6001,69.99
3505382405                              ,3017,175.96
3505397434                              ,3003,245.94
3505398092                              ,4050,49.99
3505403333                              ,3003,51.98
3505404172                              ,8000,139.99
3505409139                              ,8000,399.95
3505413004                              ,8000,353.91
3505414329                              ,1000,19.989951
3505414329                              ,4050,129.980049
3505444195                              ,8000,559.93
3505453137                              ,8000,79.99
3505462067                              ,3003,59.99
3505496205                              ,4050,39.99
3506330459                              ,3113,26.98
3506331361                              ,6001,29.99
3506334769                              ,3005,139.98
3506343540                              ,3005,219.97
3506369040                              ,3005,369.91
3506370012                              ,1000,-0.029984
3506370012                              ,4050,79.989984
3506373041                              ,8000,519.91
3506395228                              ,3113,115.97
3506415204                              ,3003,175.95
3506434490                              ,3111,29.99
3506445616                              ,3005,209.96
3506449395                              ,3113,255.98
3506453740                              ,1000,7.99
3506455272                              ,3003,245.92
3506468088                              ,1000,0.010008
3506468088                              ,4050,109.969992
3506489656                              ,3005,220.95
3506490154                              ,1000,49.99
3506490669                              ,3003,69.99
3506515488                              ,3003,109.98
3506518282                              ,3003,89.97
3506541091                              ,1000,82.98
3506565116                              ,1000,35.99
3506583362                              ,4050,-29.99
3506593248                              ,31122,215.93
3507326686                              ,8000,35.99
3507358785                              ,3113,15.99
3507365362                              ,3003,1499.0
3507365551                              ,8000,145.97
3507365594                              ,3003,159.97
3507366021                              ,1000,39.99
3507366441                              ,3110,155.97
3507375719                              ,8000,115.97
3507387207                              ,1000,72.97
3507405424                              ,3003,109.98
3507429349                              ,4050,119.98
